房源标题,网页网址,性别要求,房屋类型,合租/整租,地址,每月租金,出租时长,时间,学校,出租方式,房源,联系方式
香港大學地铁B2口3房1厨1卫,https://hongkong365.cn/house/663d91970e4e634d523202f9,男女皆可,洋楼,整租, 西营盘/坚尼地城/石塘咀-香港大学[地铁站]-B2出入口,23700,可议,2024-05-10,nan,房东,花生香港,
港岛东北角炮台山洋楼3房1厅转租小房，后期可续租！低价超值（包水电煤）,https://hongkong365.cn/house/663d9044bc45c209dd25e1e9,女性,洋楼,合租, 天后/炮台山-明威大厦,4800,可议,2024-05-10,nan,个人,花生香港,
城大职员出租电梯洋楼15分步行城大包水网物业,https://hongkong365.cn/house/62ea1e6586b8c749750243b3,男女皆可,洋楼,合租, 石硖尾/九龙塘-石硖尾街,4050,可议,2024-05-10,nan,房东,花生香港,
东铁线红磡海湾轩出租,https://hongkong365.cn/house/663d8d3e50c86c6eed5e7645,女性,酒店式公寓,合租, 红磡/黄埔-香港海湾轩(日租公寓),4500,可议,2024-05-10,nan,个人,花生香港,
单人间近中大恒大教大科学园粉岭性价比采光好,https://hongkong365.cn/house/663d8c3850c86c6eed5e7641,男女皆可,唐楼,合租, 粉岭/上水-宝华楼,3900,可议,2024-05-10,港中文,房东,花生香港,
翰林峰中高层单人studio（6.24-8.24转租）,https://hongkong365.cn/house/663d88080e4e634d523202df,男女皆可,酒店式公寓,整租, 西营盘/坚尼地城/石塘咀-翰林峰,18000,可议,2024-05-10,nan,个人,花生香港,
油麻地公寓转租,https://hongkong365.cn/house/663d873c0e4e634d523202dd,男女皆可,洋楼,合租, 油麻地/旺角/太子-油麻地地铁站,6800,可议,2024-05-10,nan,个人,花生香港,
红磡酒店式公寓大房独立卫浴月付招室友,https://hongkong365.cn/house/663c5e11b36453262c05210b,女性,酒店式公寓,合租, 红磡/黄埔-盈采华庭,8350,可议,2024-05-10,nan,个人,花生香港,
港大 套房,https://hongkong365.cn/house/663961ea02fd0007e844795a,男女皆可,唐楼,整租, 西营盘/坚尼地城/石塘咀-皇后大道西226-228号,6000,可议,2024-05-10,nan,中介/其他,花生香港,
大墟地鉄站港中文教育大學女生單間,https://hongkong365.cn/house/66230b60c2b2a70f6e162acc,女性,洋楼,合租, 大埔/火炭/太和-逸雅苑,5000,可议,2024-05-10,港中文,房东,花生香港,
香港大学 两房,https://hongkong365.cn/house/663d82e80e4e634d523202cc,男女皆可,洋楼,整租, 西营盘/坚尼地城/石塘咀-碧华阁,16500,可议,2024-05-10,nan,中介/其他,花生香港,
深圳福田口岸单身公寓,https://hongkong365.cn/house/661f543d8b8cf8589c3e7147,男女皆可,洋楼,合租, 深圳市区-银庄大厦,2200,可议,2024-05-10,港中文,房东,花生香港,
近理工城大套房出租,https://hongkong365.cn/house/663da32750c86c6eed5e7687,男女皆可,洋楼,整租, 尖沙咀/佐敦-金勋大厦,8000,0个月,2024-05-10,nan,个人,花生香港,
港硕转租红磡稀缺房源都会轩主卧可续租,https://hongkong365.cn/house/663da5370e4e634d52320332,男性,酒店式公寓,合租, 红磡/黄埔-都会轩第1座,7000,0个月,2024-05-10,nan,个人,花生香港,
【全屋影片】651呎3房，极近香港大学站，港大旁理想选择,https://hongkong365.cn/house/662caca7f16f17590a5115dd,男女皆可,洋楼,整租, 西营盘/坚尼地城/石塘咀-中亚大楼,20800,可议,2024-05-10,nan,房东,花生香港,
CUHK马鞍山荟晴帮房东转租(适合24fall学生),https://hongkong365.cn/house/663dc22bb47947454767bb90,男女皆可,酒店式公寓,整租, 马鞍山-荟晴,11800,0个月,2024-05-10,nan,房东,花生香港,
理工、城大优质海景房，大房上铺，低价转租,https://hongkong365.cn/house/657f9eca2cad31539b47e285,女性,酒店式公寓,合租, 红磡/黄埔-海滨南岸,4000,0个月,2024-05-10,nan,个人,花生香港,
太子超高性价比单间带独卫,https://hongkong365.cn/house/6633972108a6090b880cfe35,男女皆可,洋楼,合租, 油麻地/旺角/太子-皇子大厦第二期,5500,可议,2024-05-10,nan,房东,花生香港,
油麻地一期irent公寓出租,https://hongkong365.cn/house/663c9c68b584f007a0554469,男性,洋楼,合租, 油麻地/旺角/太子-iRent Apartment(油麻地公寓),5500,可议,2024-05-10,nan,个人,花生香港,
24fall粉岭名都女生找厅长+大房,https://hongkong365.cn/house/663dc4e6b47947454767bb97,女性,洋楼,合租, 粉岭/上水-粉岭名都,3050,可议,2024-05-10,港中文,个人,花生香港,
大围名城男生单间转租,https://hongkong365.cn/house/663dc45250c86c6eed5e76f0,男性,学生公寓,合租, 大围/沙田-名城,7000,可议,2024-05-10,港中文,个人,花生香港,
港科大24fall 坑口海悦豪园2房,https://hongkong365.cn/house/663dc25030eb3b72404a180f,男女皆可,洋楼,整租, 将军澳/坑口/宝琳-海悦豪园2座,16500,可议,2024-05-10,nan,房东,花生香港,
港大、西营盘B3精装、独卫、留学首选,https://hongkong365.cn/house/663dc16c50c86c6eed5e76e7,男女皆可,唐楼,合租, 西营盘/坚尼地城/石塘咀-皇后大道西,7000,可议,2024-05-10,nan,房东,花生香港,
8月20號起租，粉嶺地鐵站A2 出口前100米 即是小區 只租女生,https://hongkong365.cn/house/663db315b47947454767bb67,女性,洋楼,合租, 粉岭/上水-粉岭中心,6300,可议,2024-05-10,港中文,房东,花生香港,
港大C2口大窗全海景包水网,https://hongkong365.cn/house/646729f762e2036980408f20,女性,洋楼,合租, 西营盘/坚尼地城/石塘咀-南雄大厦,5800,可议,2024-05-10,nan,个人,花生香港,
HKU 两房,https://hongkong365.cn/house/663dbcd4b47947454767bb81,男女皆可,洋楼,整租, 西营盘/坚尼地城/石塘咀-中亚大楼,16000,可议,2024-05-10,nan,中介/其他,花生香港,
学生租房 大围金狮花园 二房齐家俬,https://hongkong365.cn/house/663db85d50c86c6eed5e76d0,男女皆可,酒店式公寓,整租, 大围/沙田-金狮花园 2期,14000,可议,2024-05-10,港中文,中介/其他,花生香港,
房東|大围名城男生宿舍5800起,https://hongkong365.cn/house/6283293371b5335df738f5ad,男性,学生公寓,合租, 大围/沙田-名城,5800,可议,2024-05-10,港中文,房东,花生香港,
北角富雅花园,https://hongkong365.cn/house/663db423b47947454767bb68,男女皆可,洋楼,合租, 北角/则鱼涌-Hong Kong Texas Exes,8700,可议,2024-05-10,nan,个人,花生香港,
出租沙田第一城两室,https://hongkong365.cn/house/663db3e550c86c6eed5e76bf,男女皆可,洋楼,合租, 大围/沙田-沙田第一城,14000,可议,2024-05-10,港中文,个人,花生香港,
港大地铁附近独立套房短租或整租,https://hongkong365.cn/house/663d085d0e4e634d52320255,男女皆可,洋楼,整租, 西营盘/坚尼地城/石塘咀-amaze(永华大楼店),7900,可议,2024-05-10,nan,个人,花生香港,
港大B1口单间转租,https://hongkong365.cn/house/66249edc8015fd4b650220e2,男性,洋楼,合租, 西营盘/坚尼地城/石塘咀-均益大厦第二期,5000,可议,2024-05-10,nan,个人,花生香港,
近中大/教大 大埔太和站638呎整套出租,https://hongkong365.cn/house/628d7508d8a00c4535654d87,男女皆可,洋楼,整租, 大埔/火炭/太和-宝雅苑,16300,可议,2024-05-09,港中文,房东,花生香港,
石硖尾白田 宝田大厦 单人间招舍友,https://hongkong365.cn/house/663ce8cd63ca702c9216562a,男性,洋楼,合租, 石硖尾/九龙塘-电讯盈科(伟伦街),4600,可议,2024-05-09,nan,个人,花生香港,
獨立靚裝修1房1廳招租,https://hongkong365.cn/house/6502ceab346bbd579968f5cf,男女皆可,洋楼,整租, 红磡/黄埔-香港特别行政区,8800,可议,2024-05-09,nan,房东,花生香港,
光猛露台房，享复式单位设施，近大埔工业邨、教育大学,https://hongkong365.cn/house/649e5a12c319e2473178b0ea,男女皆可,村屋,整租, 大埔/火炭/太和-汀角村,4388,0个月,2024-05-09,港中文,房东,花生香港,
出大房找室友，超平靚海景双人房油塘，整租合同齐全,https://hongkong365.cn/house/663cd9d6bc45c209dd25e0f9,女性,洋楼,合租, 蓝田/油塘-鲤湾天下,9000,可议,2024-05-09,nan,个人,花生香港,
公主请进！观塘单间 近地铁站和公交站 周围有商场和街市,https://hongkong365.cn/house/663ce213bc45c209dd25e10a,女性,洋楼,合租, 牛头角/九龙湾/观塘-海景花园大厦,5000,0个月,2024-05-09,nan,房东,花生香港,
大围名城3期2座房东直租,https://hongkong365.cn/house/663ce3ad63ca702c92165620,女性,洋楼,整租, 大围/沙田-名城,3450,可议,2024-05-09,港中文,房东,花生香港,
5月港大西营盘b3口低价转租,https://hongkong365.cn/house/663ce768bc45c209dd25e10f,男性,洋楼,合租, 西营盘/坚尼地城/石塘咀-正丰大厦,6000,可议,2024-05-09,nan,个人,花生香港,
黄埔新村精装中卧,https://hongkong365.cn/house/66239f638015fd4b65021f9e,男性,洋楼,合租, 红磡/黄埔-永贵楼,6600,可议,2024-05-09,nan,房东,花生香港,
港科大，将军澳附近超值小房转租,https://hongkong365.cn/house/663a20a56e8a5d5ef50cafe9,女性,洋楼,合租, 将军澳/坑口/宝琳-怡心园，宝康路[公交站],3975,0个月,2024-05-09,nan,个人,花生香港,
西营盘/港大B1出口/近地铁站/环境安静,https://hongkong365.cn/house/63a86f9ceda997211d74b1b4,男性,洋楼,合租, 西营盘/坚尼地城/石塘咀-德富大楼,3800,可议,2024-05-09,nan,房东,花生香港,
超大单间 短租到7月31号，近中大 城大,https://bbs.gter.net/thread-2604522-1-1.html,男女皆可,村屋,合租,[位置],5800,2个月,2024-05-09,港中文,个人,寄托天下,电话:67360097/ 微信:-/ wh:67360097
"免佣 业主直租 汇玺 一房一厅 朝向南 泳池景 家私齐全 带钢琴

起租日商议 交通便利，三站中环 两站ICC 一站高铁 楼下有机场大巴&跨境巴士",https://bbs.gter.net/thread-2604521-1-1.html,男女皆可,屋苑,整租,-,19800,1年,2024-05-09,,房东,寄托天下,电话:94424799/ 微信:-/ wh:-
海韵轩招女室友,https://bbs.gter.net/thread-2604520-1-1.html,女性,酒店式公寓,合租,海韵轩,10000,8个月,2024-05-09,,个人,寄托天下,电话:-/ 微信:-/ wh:-
柏傲庄直连地铁商场 四个单间出租 拎包入住 早鸟价,https://bbs.gter.net/thread-2604519-1-1.html,女性,屋苑,整租,柏傲庄,8190,1年,2024-05-09,,个人,寄托天下,电话:-/ 微信:-/ wh:-
寶琳站，科大學生租房，起租8.10，租19k,https://bbs.gter.net/thread-2604518-1-1.html,男女皆可,屋苑,整租,怡心园,19000,1年,2024-05-09,,房东,寄托天下,电话:-/ 微信:-/ wh:-
大围名城 （Festival City） 东南朝向  上床下衣柜抽屉收纳 空间利用最大化 大床 可睡2人,https://hongkong365.cn/house/663cc777817b2b1177487250,男女皆可,洋楼,合租, 大围/沙田-名城会所,5000,可议,2024-05-09,港中文,个人,花生香港,
油麻地studio 转租,https://hongkong365.cn/house/663cc6b30733ae0106761ee8,男女皆可,洋楼,整租, 油麻地/旺角/太子-泽丰大厦,9300,0个月,2024-05-09,nan,个人,花生香港,
24岭南大学招租！小哥哥小姐姐看过来！,https://bbs.gter.net/thread-2604547-1-1.html,男性,屋苑,合租,兆康苑,3600,0,2024-05-09,,房东,寄托天下,电话:-/ 微信:-/ wh:-
拎包女生公寓免佣5500单间,https://hongkong365.cn/house/64f34282b2a050145766c61f,女性,洋楼,合租, 西营盘/坚尼地城/石塘咀-均益大厦第三期,5500,可议,2024-05-09,nan,房东,花生香港,
坑口学生公寓双人间出租（可短租可单租床位） 离巴士站和地铁站5min 购物方便 楼下和小区都有门卫,https://hongkong365.cn/house/65828ebb1c870872f338411c,女性,学生公寓,合租, 将军澳/坑口/宝琳-蔚蓝湾畔,4500,可议,2024-05-09,nan,个人,花生香港,
港大洋楼新房两室一厅转租,https://hongkong365.cn/house/66367a10faee0c01ac33bcb2,女性,洋楼,整租, 西营盘/坚尼地城/石塘咀-香港大学-B2出入口,18000,可议,2024-05-09,nan,个人,花生香港,
康城男生单间转租,https://hongkong365.cn/house/663ca311817b2b1177487200,男性,学生公寓,合租, 康城-峻滢2期,7000,可议,2024-05-09,nan,个人,花生香港,
香港大学十分钟巴士路程，骨折价转租,https://hongkong365.cn/house/663ca58f817b2b117748720b,男性,洋楼,合租, 薄扶林-富丽苑(置富道),3000,可议,2024-05-09,nan,个人,花生香港,
学生租 二房金狮花园 齐家俬,https://hongkong365.cn/house/663ca6de817b2b117748720d,男女皆可,酒店式公寓,整租, 大围/沙田-金狮花园 2期,14000,可议,2024-05-09,港中文,中介/其他,花生香港,
3單人間，全男 水坑站【馬鞍山】富安花園,https://hongkong365.cn/house/63e85cb480e40268b57869d2,男性,洋楼,合租, 马鞍山-富安花园,5400,可议,2024-05-09,nan,房东,花生香港,
沙田第一城标准2房，拎包入住,https://hongkong365.cn/house/663cb2072f66e41e8927f059,男女皆可,洋楼,整租, 大围/沙田-沙田第一城29座7楼H室,13000,可议,2024-05-09,港中文,中介/其他,花生香港,
大埔中心合租,https://hongkong365.cn/house/6516c96b0f62a33a00430993,男性,学生公寓,合租, 大埔/火炭/太和-大埔中心,5500,可议,2024-05-09,港中文,个人,花生香港,
湾仔筍套房 包水电网 家电家私齐 窗大开扬 干湿分离,https://hongkong365.cn/house/663cb6e20733ae0106761eb2,男女皆可,洋楼,合租, 湾仔/铜锣湾-湾仔,8800,可议,2024-05-09,nan,中介/其他,花生香港,
大围名城短租三月,https://hongkong365.cn/house/663cb8b703f377311e705b25,女性,洋楼,合租, 大围/沙田-名城,5000,可议,2024-05-09,港中文,个人,花生香港,
海韵轩小房转租 超级优惠！,https://hongkong365.cn/house/663cb91a817b2b1177487221,女性,酒店式公寓,合租, 红磡/黄埔-海韵轩,8000,可议,2024-05-09,nan,个人,花生香港,
大单间 短租至7月31号 近中大 城大,https://hongkong365.cn/house/663cbb1f0733ae0106761eb9,男女皆可,村屋,合租, 大埔/火炭/太和-落路下,5800,可议,2024-05-09,港中文,个人,花生香港,
香港租房 香港生活 香港大学,https://hongkong365.cn/house/663cbb86817b2b117748722a,女性,洋楼,合租, 湾仔/铜锣湾-铜锣湾,9900,可议,2024-05-09,nan,中介/其他,花生香港,
都会大学附近俊民苑招室友,https://hongkong365.cn/house/663cbc610733ae0106761ebd,女性,学生公寓,合租, 土瓜湾/何文田-俊民苑,5000,可议,2024-05-09,nan,中介/其他,花生香港,
HKU 西营盘 海景 超棒studio低价转租,https://bbs.gter.net/thread-2604517-1-1.html,男女皆可,酒店式公寓,整租,西营盘-A1出入口,13500,3个月,2024-05-09,,中介/其他,寄托天下,电话:-/ 微信:-/ wh:51352241
柏傲庄 招室友 男生！！！,https://bbs.gter.net/thread-2604516-1-1.html,男性,屋苑,整租,柏傲庄,48000,1年,2024-05-09,,个人,寄托天下,电话:-/ 微信:-/ wh:-
佐敦独卫家具齐全包水网拎包入住近理工城大浸会港大,https://bbs.gter.net/thread-2604515-1-1.html,男女皆可,洋楼,合租,佐敦,5700,1年,2024-05-09,,个人,寄托天下,电话:-/ 微信:-/ wh:-
急需寻找独立一房或一房一厅，不合租。刚毕业的女生长期居住西营盘/港大附近,https://bbs.gter.net/thread-2604476-1-1.html,nan,洋楼,整租,-,10000,2年,2024-05-09,,个人,寄托天下,电话:-/ 微信:-/ wh:1-587-5888283
红磡黄埔/两室一厅/大房转租,https://bbs.gter.net/thread-2604488-1-1.html,女性,洋楼,合租,联成大厦,5600,1年3个月,2024-05-09,,个人,寄托天下,电话:-/ 微信:-/ wh:-
科学园 逸珑湾三室一厅找单间室友，不混住，家具全齐全新，水电平摊，网络管理费全包，大单间带独卫9500，中单间7000，可以只租半年，10个月，1年都可以，近港,https://bbs.gter.net/thread-2604486-1-1.html,男女皆可,洋楼,合租,逸珑湾8,7000,0,2024-05-09,,个人,寄托天下,电话:67051355/ 微信:-/ wh:67051355
房东直租无中介，近科大，坑口站两室一厅出租,https://bbs.gter.net/thread-2604485-1-1.html,女性,屋苑,整租,培成路，南丰广场(港铁坑口站)[公交站],16000,1年,2024-05-09,,房东,寄托天下,电话:-/ 微信:-/ wh:-
大围地铁站1分钟，富嘉花园单间短租，三室一厅骨折价转租到9月，大单间中单间都是5000，直到9月骨折转租，水电网全包，家具齐全，拎包入住，租期灵活，房东十分靠谱,https://bbs.gter.net/thread-2604484-1-1.html,女性,洋楼,合租,富嘉花园,5000,0,2024-05-09,港中文,个人,寄托天下,电话:67051355/ 微信:-/ wh:67051355
温馨的山景小房找女生室友啦,https://bbs.gter.net/thread-2604481-1-1.html,女性,洋楼,合租,-,5684,1年,2024-05-09,,个人,寄托天下,电话:-/ 微信:-/ wh:-
【找室友】近红磡/黄埔  红磡湾中心两室一厅家具齐全拎包入住,https://bbs.gter.net/thread-2604480-1-1.html,男性,屋苑,合租,红磡湾中心,7500,1年,2024-05-09,,个人,寄托天下,电话:13925110171/ 微信:-/ wh:69944969
油麻地地铁站洋楼独立单间转租（没有室友）,https://bbs.gter.net/thread-2604475-1-1.html,男女皆可,洋楼,整租,旺角大楼,6500,3个月,2024-05-09,,个人,寄托天下,电话:-/ 微信:-/ wh:-
港大、西营盘B附近，独卫独厨套房，房东直租,https://bbs.gter.net/thread-2604514-1-1.html,男女皆可,唐楼,合租,皇后大道西,8000,1年,2024-05-09,,房东,寄托天下,电话:-/ 微信:-/ wh:-
